ID,age_years,travel_freq,daily_salary,work_division,commute_distance,education_level,degree_field,headcount,env_satisfaction,sex,hourly_wage,job_engagement,position_level,job_title,job_satisfaction,marital_state,monthly_earnings,monthly_salary,companies_count,is_adult,overtime_status,salary_increase_pct,performance_score,relation_satisfaction,std_work_hours,stock_level,career_years,trainings_last_year,work_life_score,tenure_years,years_current_role,years_post_promotion,years_with_manager,left_company
480,39,rare_travel,804,rnd,12,2,life_sci,1,4,female,37,3,2,research_sci,4,single,5731,5771,8,yes,no,16,3,2,80,0,9,2,2,8,7,1,7,0
481,39,rare_travel,1091,rnd,5,3,medical,1,4,female,74,3,2,mfg_dir,3,divorced,9738,4204,8,yes,no,14,3,3,80,2,15,3,3,2,2,2,2,0
482,38,rare_travel,1482,rnd,22,2,tech_deg,1,2,female,59,3,2,mfg_dir,3,married,4534,13684,0,yes,no,18,3,4,80,1,6,5,3,5,2,1,2,0
483,28,rare_travel,526,rnd,3,3,life_sci,1,1,male,85,3,1,research_sci,3,single,1859,9150,1,yes,no,13,3,4,80,0,1,3,3,1,0,0,0,0
484,27,rare_travel,930,sales,3,3,life_sci,1,1,male,78,3,2,sales_exec,3,married,9526,13384,4,yes,no,15,3,4,80,0,6,5,3,1,0,0,0,0
485,18,rare_travel,1337,hr,24,3,hr,1,1,male,58,3,1,hr,4,married,2319,8059,1,yes,no,17,3,3,80,0,1,3,3,1,0,0,0,0
486,35,rare_travel,472,rnd,5,3,medical,1,3,male,71,3,2,research_sci,3,divorced,4941,2851,2,yes,yes,15,3,2,80,1,9,3,3,3,2,1,2,0
487,38,rare_travel,885,rnd,9,1,life_sci,1,4,female,60,4,1,lab_tech,4,married,3067,16031,3,yes,no,13,3,4,80,1,8,2,3,6,3,1,2,0
488,29,frequent_travel,559,sales,1,2,life_sci,1,2,male,69,2,1,sales_rep,3,married,2326,17778,1,yes,no,11,3,2,80,1,0,3,3,0,0,0,0,1
489,35,frequent_travel,552,rnd,7,3,medical,1,1,female,52,3,2,research_sci,1,divorced,4223,10950,7,yes,yes,12,3,4,80,1,15,3,2,11,9,8,7,0
490,40,rare_travel,1009,rnd,2,3,life_sci,1,4,male,74,3,1,lab_tech,4,divorced,3067,12916,2,yes,no,12,3,4,80,1,6,3,2,3,2,1,2,0
491,35,rare_travel,706,sales,10,4,marketing,1,1,male,88,3,1,sales_rep,2,single,2014,5050,1,yes,no,12,3,1,80,0,2,3,3,2,2,2,2,1
492,36,rare_travel,556,sales,10,4,marketing,1,1,male,79,3,2,sales_exec,4,married,6653,12147,4,yes,no,11,3,2,80,1,7,4,1,0,0,0,0,0
493,29,rare_travel,1005,rnd,3,1,life_sci,1,2,female,86,2,2,mfg_dir,2,single,4834,9129,5,yes,no,24,4,3,80,0,10,1,2,1,0,0,0,0
494,25,rare_travel,1278,sales,2,3,life_sci,1,2,male,92,3,2,sales_exec,1,divorced,4221,15276,1,yes,no,12,3,4,80,1,4,3,3,4,2,0,2,0
495,39,rare_travel,916,rnd,3,4,life_sci,1,4,female,65,3,2,mfg_dir,4,divorced,6861,17056,8,yes,yes,17,3,3,80,1,10,1,3,3,2,0,0,0
496,29,rare_travel,119,rnd,17,3,other,1,2,male,93,3,3,research_dir,4,divorced,12169,8770,1,yes,yes,18,3,4,80,3,10,2,2,10,9,2,9,1
497,40,rare_travel,1283,rnd,2,2,life_sci,1,4,male,64,3,2,lab_tech,3,divorced,4627,4585,8,yes,no,14,3,3,80,3,10,3,3,4,3,1,3,0
498,33,rare_travel,790,rnd,9,4,life_sci,1,4,male,51,4,3,manager,3,married,2013,2125,1,yes,yes,12,3,4,80,2,15,3,3,15,11,5,8,0
499,54,rare_travel,346,sales,2,4,life_sci,1,4,male,84,3,2,sales_exec,1,single,5346,6770,3,yes,yes,11,3,1,80,0,10,0,2,1,0,0,0,1
500,34,rare_travel,1198,rnd,2,3,life_sci,1,3,male,96,2,1,research_sci,3,single,2468,13137,9,yes,yes,18,3,3,80,0,6,4,3,2,2,2,2,0
501,25,rare_travel,688,rnd,2,3,life_sci,1,1,male,97,3,1,research_sci,3,divorced,2061,7653,4,yes,yes,15,3,4,80,1,7,1,3,5,4,0,3,0
502,28,rare_travel,116,rnd,7,1,life_sci,1,2,female,84,3,1,research_sci,3,single,2718,22961,1,yes,no,14,3,1,80,0,5,2,3,5,4,0,3,0
503,34,rare_travel,954,sales,14,4,marketing,1,1,male,95,3,2,sales_exec,4,married,5324,14255,9,yes,no,12,3,3,80,0,6,3,3,2,2,2,2,0
504,38,rare_travel,1302,rnd,4,4,other,1,2,male,59,3,2,mfg_dir,3,married,5253,19271,2,yes,no,12,3,4,80,0,10,2,4,5,2,0,2,0
505,47,rare_travel,508,rnd,7,3,medical,1,1,male,51,3,2,health_rep,2,married,5562,22722,2,yes,no,14,3,4,80,1,18,3,3,4,2,1,3,0
506,40,rare_travel,734,sales,1,3,life_sci,1,4,female,55,2,5,manager,1,single,19847,5518,1,yes,yes,11,3,3,80,0,21,3,2,21,6,14,8,0
507,26,frequent_travel,1277,rnd,2,2,medical,1,3,male,80,2,1,lab_tech,3,single,3875,25265,0,yes,no,15,3,1,80,0,6,5,3,5,2,1,2,0
508,29,rare_travel,604,rnd,7,1,medical,1,2,male,76,3,1,research_sci,4,divorced,2141,6217,0,yes,no,17,3,4,80,3,6,2,3,5,4,1,3,0
509,38,rare_travel,1092,rnd,15,3,life_sci,1,1,female,52,3,2,mfg_dir,4,single,6162,13939,0,yes,yes,13,3,4,80,0,9,2,4,8,7,7,7,0
510,32,rare_travel,1098,rnd,1,3,medical,1,4,female,64,3,1,research_sci,3,married,2380,12828,1,yes,no,14,3,2,80,2,1,0,4,1,0,0,0,0
511,41,rare_travel,490,rnd,10,3,medical,1,1,male,54,3,1,research_sci,4,single,3291,23910,1,yes,no,11,3,4,80,0,1,3,3,1,0,0,0,0
512,28,frequent_travel,1217,rnd,17,1,life_sci,1,2,male,72,3,2,mfg_dir,3,married,5744,22490,3,yes,yes,12,3,3,80,1,6,1,3,3,2,1,2,0
513,34,rare_travel,953,rnd,2,4,life_sci,1,3,male,92,3,2,mfg_dir,2,married,6781,18103,4,yes,no,15,3,2,80,2,9,5,3,3,0,1,2,0
514,42,rare_travel,740,rnd,8,4,life_sci,1,3,male,33,3,2,lab_tech,4,single,5257,22812,0,yes,no,21,4,3,80,0,10,4,2,10,9,7,7,0
515,41,rare_travel,1003,rnd,2,2,medical,1,2,male,81,2,1,lab_tech,2,divorced,4968,16998,0,yes,yes,15,3,3,80,1,4,2,3,3,2,0,0,0
516,36,rare_travel,836,sales,6,3,life_sci,1,1,male,92,4,2,sales_exec,3,married,8966,20652,0,yes,yes,12,3,4,80,3,9,2,3,8,7,3,7,0
517,34,rare_travel,1372,rnd,9,4,tech_deg,1,4,female,84,2,2,research_sci,2,single,6322,25291,1,yes,yes,13,3,4,80,0,6,1,3,6,5,1,5,0
518,27,rare_travel,1180,rnd,18,3,medical,1,4,male,35,3,1,research_sci,3,married,3867,11882,1,yes,no,14,3,4,80,2,5,2,2,4,0,1,3,0
519,29,rare_travel,1485,sales,10,3,marketing,1,2,female,55,3,1,sales_rep,4,single,2356,5586,6,yes,no,18,3,3,80,0,6,2,3,4,3,0,3,1
520,44,frequent_travel,798,rnd,2,1,medical,1,3,female,70,3,1,research_sci,4,married,4084,15497,9,yes,no,20,4,3,80,1,6,2,3,4,3,1,2,0
521,38,frequent_travel,1309,rnd,19,2,medical,1,1,female,89,3,1,research_sci,2,single,2342,23537,0,yes,yes,17,3,4,80,0,6,2,3,5,2,3,4,1
522,51,rare_travel,422,rnd,10,4,life_sci,1,1,male,75,3,2,lab_tech,4,single,5484,16225,2,yes,no,18,3,3,80,0,12,4,3,5,4,0,4,0
523,36,rare_travel,1369,rnd,12,3,medical,1,3,male,76,2,1,research_sci,2,married,3646,26999,6,yes,no,17,3,1,80,2,15,3,4,1,0,0,0,1
524,32,rare_travel,1146,hr,1,4,medical,1,2,female,51,3,1,hr,4,single,3212,18624,4,yes,no,15,3,4,80,0,10,2,3,6,3,0,2,0
525,36,frequent_travel,703,sales,7,2,life_sci,1,3,male,77,3,2,sales_exec,4,married,4668,24483,8,yes,no,15,3,4,80,0,4,3,2,3,0,1,1,0
526,27,frequent_travel,664,sales,6,1,tech_deg,1,4,male,41,1,2,sales_exec,3,single,6883,24252,5,yes,yes,12,3,4,80,0,6,5,2,2,2,2,2,1
527,46,rare_travel,583,sales,6,4,marketing,1,4,female,67,2,2,sales_exec,3,single,10475,17783,6,yes,no,12,3,1,80,0,28,0,2,5,4,4,1,0
528,39,frequent_travel,849,rnd,8,3,medical,1,3,male,36,3,3,lab_tech,4,married,4227,26589,4,yes,no,15,3,1,80,3,9,3,3,2,2,2,2,1
529,55,rare_travel,1276,rnd,16,4,medical,1,1,male,78,2,2,health_rep,4,married,5993,7129,3,yes,no,17,3,2,80,3,12,3,3,10,9,6,7,0
530,38,rare_travel,548,rnd,4,4,life_sci,1,3,male,75,3,1,research_sci,3,married,2544,23398,4,yes,yes,16,3,4,80,1,12,2,3,8,7,1,5,0
531,34,rare_travel,742,sales,13,4,life_sci,1,3,male,42,3,2,sales_exec,1,married,4639,23288,1,yes,no,12,3,4,80,0,5,2,3,4,2,0,3,1
532,47,rare_travel,1137,rnd,8,4,life_sci,1,4,male,60,3,5,research_dir,2,divorced,19202,20431,2,yes,no,11,3,2,80,1,21,4,3,4,0,0,2,0
533,47,no_travel,147,rnd,3,3,life_sci,1,4,male,81,3,4,manager,1,single,15202,17000,9,yes,yes,16,3,4,80,0,26,2,4,6,5,0,3,0
534,29,rare_travel,1018,rnd,7,1,medical,1,4,male,83,1,1,research_sci,1,divorced,3102,5598,0,yes,no,14,3,3,80,1,5,5,3,4,2,0,0,0
535,44,rare_travel,1109,rnd,5,2,medical,1,1,male,84,1,5,manager,1,divorced,19190,20682,1,yes,no,11,3,3,80,1,26,2,3,25,12,14,6,0
536,48,no_travel,636,rnd,19,4,life_sci,1,4,male,59,3,1,lab_tech,3,divorced,3072,10302,1,yes,no,13,3,2,80,3,7,2,3,7,7,0,0,0
537,30,rare_travel,697,sales,20,3,life_sci,1,2,male,31,3,3,sales_exec,4,married,7553,23757,0,yes,no,14,3,2,80,1,10,2,3,8,7,7,7,0
538,37,rare_travel,621,rnd,12,4,medical,1,3,male,62,3,2,health_rep,3,married,6928,636,4,yes,yes,15,3,2,80,1,13,3,4,7,7,7,7,0
539,36,no_travel,1085,rnd,12,4,medical,1,2,female,95,2,3,health_rep,4,single,8008,21519,3,yes,no,13,3,2,80,0,9,3,3,5,3,1,2,0
540,29,rare_travel,501,rnd,6,4,tech_deg,1,3,male,40,2,1,lab_tech,4,single,2570,19905,1,yes,no,11,3,4,80,0,8,2,3,8,2,3,7,0
541,23,rare_travel,1441,rnd,17,3,life_sci,1,4,male,66,2,1,research_sci,3,divorced,2073,15986,8,yes,no,12,3,4,80,1,5,2,3,3,2,1,1,0
542,47,rare_travel,602,rnd,6,3,life_sci,1,4,female,81,3,1,lab_tech,1,divorced,2127,18275,2,yes,no,13,3,2,80,1,6,3,4,1,0,0,0,0
543,53,frequent_travel,1476,rnd,4,3,life_sci,1,3,female,93,3,5,research_dir,4,married,19094,2338,4,yes,no,12,3,4,80,1,26,5,2,4,3,1,2,0
544,31,rare_travel,829,sales,14,3,life_sci,1,3,male,89,3,1,sales_rep,2,divorced,2559,17536,6,yes,no,21,4,2,80,1,3,5,2,1,0,0,0,0
545,38,rare_travel,616,rnd,2,2,medical,1,1,female,41,3,1,lab_tech,4,married,3038,6393,0,yes,no,13,3,4,80,1,3,3,2,2,2,0,0,0
546,25,rare_travel,363,rnd,3,1,life_sci,1,3,female,72,3,2,mfg_dir,4,married,5160,21526,1,yes,yes,12,3,3,80,1,6,3,2,6,2,1,2,0
547,33,rare_travel,1450,sales,12,3,life_sci,1,1,female,92,2,2,sales_exec,1,single,1569,25440,2,yes,yes,22,4,1,80,0,16,2,1,0,0,0,0,1
548,35,rare_travel,1282,rnd,1,4,other,1,2,male,59,4,3,health_rep,4,married,8321,17056,0,yes,no,13,3,1,80,0,12,3,3,6,2,1,1,0
549,20,no_travel,895,sales,10,3,marketing,1,2,male,49,3,2,sales_exec,4,married,9396,9961,1,yes,no,16,3,4,80,1,2,2,3,2,2,2,2,0
550,36,rare_travel,1001,rnd,8,4,other,1,3,female,79,3,2,lab_tech,4,divorced,2018,25174,7,yes,no,11,3,3,80,2,15,4,3,1,0,0,0,0
551,19,rare_travel,734,rnd,20,2,life_sci,1,3,female,75,3,1,lab_tech,4,single,1010,12127,1,yes,yes,14,3,2,80,0,1,5,2,1,0,0,0,1
552,35,rare_travel,1495,sales,8,2,tech_deg,1,4,female,82,3,3,sales_exec,4,divorced,9713,22553,1,yes,no,11,3,3,80,2,10,6,3,10,9,9,8,0
553,29,rare_travel,335,rnd,18,4,life_sci,1,4,female,42,3,1,research_sci,3,married,2782,7568,2,yes,no,16,3,3,80,1,10,3,3,3,2,1,2,0
554,37,frequent_travel,1017,rnd,1,4,life_sci,1,4,male,64,3,3,research_dir,1,married,12169,13547,1,yes,yes,13,3,2,80,3,6,3,3,6,2,1,3,0
555,45,rare_travel,1179,sales,9,2,life_sci,1,4,female,64,3,3,sales_exec,1,divorced,8321,16090,3,yes,yes,14,3,4,80,1,9,3,3,6,5,1,3,0
556,26,rare_travel,439,rnd,25,3,tech_deg,1,3,female,52,3,2,mfg_dir,4,single,4577,23785,1,yes,no,22,4,2,80,0,9,5,3,9,7,1,7,0
557,24,rare_travel,1153,rnd,1,3,life_sci,1,1,male,96,3,1,research_sci,3,married,2238,6582,4,yes,no,14,3,3,80,3,6,2,3,3,2,0,2,0
558,33,rare_travel,1223,sales,2,4,marketing,1,3,female,72,3,2,sales_exec,1,divorced,5507,5518,0,yes,no,14,3,1,80,1,6,2,3,5,3,1,3,0
559,35,rare_travel,325,rnd,20,3,life_sci,1,3,male,89,4,1,lab_tech,3,single,2455,6770,0,yes,no,12,3,1,80,0,6,3,3,5,4,0,3,0
560,24,frequent_travel,991,sales,28,2,marketing,1,3,male,48,3,1,sales_rep,4,married,4876,11591,9,yes,no,11,3,2,80,1,6,3,3,5,3,0,3,0
561,33,rare_travel,1283,rnd,4,3,life_sci,1,4,male,46,3,1,manager,3,divorced,1416,11354,1,yes,no,11,3,1,80,1,1,3,3,1,0,0,0,0
562,33,rare_travel,723,rnd,1,2,medical,1,4,male,90,4,1,lab_tech,4,married,4084,4223,6,yes,no,15,3,3,80,1,7,3,3,4,2,1,2,0
563,38,rare_travel,1210,sales,2,2,medical,1,1,female,96,4,3,sales_exec,4,single,8103,9150,6,yes,yes,12,3,2,80,0,11,2,4,1,0,0,0,1
564,28,rare_travel,561,rnd,19,2,life_sci,1,4,female,86,3,2,health_rep,3,married,6142,2373,3,yes,yes,12,3,1,80,1,10,2,3,8,2,0,7,0
565,31,rare_travel,543,sales,15,4,life_sci,1,2,male,42,2,2,sales_exec,3,single,5151,22021,1,yes,yes,14,3,1,80,0,10,3,3,10,4,4,8,1
566,29,frequent_travel,1443,rnd,5,3,life_sci,1,1,male,83,1,1,lab_tech,3,married,2093,26076,6,yes,no,15,3,1,80,2,3,3,2,1,0,0,0,1
567,27,rare_travel,414,sales,9,3,life_sci,1,2,male,99,3,2,sales_exec,1,single,4249,22149,0,yes,no,15,3,3,80,0,4,2,4,3,2,0,2,0
568,38,rare_travel,359,sales,8,4,life_sci,1,1,male,82,3,1,sales_rep,3,divorced,2835,20990,6,yes,no,17,3,3,80,2,7,3,2,2,2,2,0,0
569,43,no_travel,465,rnd,2,2,medical,1,4,male,65,2,2,mfg_dir,3,divorced,6220,14074,1,yes,no,12,3,3,80,2,10,0,2,10,8,1,9,0
570,41,frequent_travel,725,rnd,1,3,medical,1,4,female,87,3,2,mfg_dir,2,married,6384,11924,4,yes,no,11,3,4,80,1,13,3,2,5,4,0,3,0
571,47,rare_travel,682,rnd,1,4,life_sci,1,3,male,84,2,1,research_sci,3,married,2782,5602,0,yes,yes,14,3,1,80,1,6,3,2,5,3,1,2,0
572,35,frequent_travel,841,rnd,17,4,life_sci,1,3,male,85,1,1,research_sci,3,married,2778,22977,0,yes,no,13,3,3,80,1,6,2,3,5,2,0,2,0
573,22,rare_travel,1255,rnd,1,3,life_sci,1,2,female,90,2,1,lab_tech,2,married,2694,6393,1,yes,no,18,3,4,80,1,1,3,2,1,0,0,0,0
574,30,rare_travel,1179,rnd,1,3,medical,1,4,male,58,1,1,research_sci,4,married,2510,15975,1,yes,no,22,4,3,80,1,10,3,4,10,3,1,8,0
575,29,frequent_travel,882,rnd,20,3,tech_deg,1,2,male,62,3,1,lab_tech,3,married,2468,18779,1,yes,no,16,3,4,80,0,5,2,3,5,3,1,1,1
576,43,rare_travel,136,rnd,3,2,medical,1,3,female,63,3,2,lab_tech,1,married,4404,10228,5,yes,no,21,4,1,80,1,7,3,3,5,4,0,3,0
577,21,rare_travel,1169,rnd,7,3,medical,1,2,male,88,3,1,research_sci,3,single,2821,4156,0,yes,no,18,3,1,80,0,3,3,3,2,2,2,2,0
578,34,frequent_travel,638,rnd,9,4,medical,1,3,male,43,3,1,research_sci,4,divorced,2760,9964,3,yes,no,12,3,2,80,1,11,3,2,7,7,0,7,0
579,38,frequent_travel,549,rnd,11,2,medical,1,2,male,76,4,2,lab_tech,4,married,3917,22490,9,yes,yes,14,3,3,80,2,10,3,3,3,2,1,2,0
580,33,rare_travel,1245,sales,5,4,life_sci,1,2,male,97,2,2,sales_exec,3,single,5593,7744,1,yes,no,11,3,3,80,0,5,4,2,5,2,4,3,0
581,34,rare_travel,1277,rnd,28,3,life_sci,1,2,male,74,2,1,lab_tech,3,married,4025,16632,1,yes,yes,12,3,4,80,1,6,2,4,5,4,0,1,0
582,41,frequent_travel,350,rnd,22,3,life_sci,1,4,male,32,2,2,mfg_dir,2,married,4332,21029,1,yes,no,22,4,3,80,1,20,2,3,20,6,4,16,0
583,59,rare_travel,1476,sales,4,3,life_sci,1,3,female,66,3,5,manager,3,married,18844,23364,5,yes,yes,12,3,2,80,1,28,1,2,21,9,11,10,0
584,32,rare_travel,1334,rnd,6,1,medical,1,2,female,73,3,1,research_sci,4,single,2837,12291,1,yes,no,13,3,3,80,0,1,3,3,1,0,0,0,0
585,46,rare_travel,571,rnd,23,4,medical,1,3,male,48,3,2,health_rep,3,married,6540,15232,2,yes,no,11,3,3,80,1,11,3,3,5,4,0,3,0
586,35,rare_travel,823,rnd,28,2,tech_deg,1,3,male,96,3,1,research_sci,1,married,3033,11092,1,yes,yes,23,4,2,80,3,6,4,1,5,4,4,3,1
587,38,rare_travel,1084,sales,1,3,life_sci,1,1,male,86,3,1,sales_rep,2,married,4876,18686,0,yes,no,12,3,4,80,1,3,3,2,2,1,2,2,0
588,31,rare_travel,334,sales,2,4,medical,1,4,male,77,3,1,sales_rep,4,single,2625,20763,0,yes,yes,14,3,4,80,0,4,3,4,3,2,2,2,0
589,32,rare_travel,1274,rnd,9,3,medical,1,2,female,60,1,2,research_sci,4,married,5674,2338,1,yes,no,11,3,1,80,0,10,2,3,10,8,8,9,0
590,31,rare_travel,1297,sales,19,4,life_sci,1,2,female,76,3,2,sales_exec,3,married,6674,21086,9,yes,no,16,3,4,80,2,10,2,3,8,3,0,7,0
591,48,frequent_travel,781,rnd,4,3,medical,1,4,male,44,2,5,manager,3,divorced,19187,21199,2,yes,no,15,3,4,80,1,27,2,2,5,4,1,4,0
592,34,rare_travel,1450,rnd,1,4,tech_deg,1,4,male,43,2,1,research_sci,4,single,2132,22021,0,yes,no,15,3,4,80,0,6,2,3,5,3,1,3,0
593,29,rare_travel,506,rnd,10,2,tech_deg,1,1,male,35,3,2,research_sci,1,single,5674,23793,1,yes,no,13,3,3,80,0,10,3,3,10,2,0,7,0
594,53,rare_travel,1018,rnd,3,3,medical,1,4,female,95,4,4,manager,4,single,17099,7790,2,yes,no,17,3,3,80,0,26,3,3,5,4,1,2,0
595,34,rare_travel,663,sales,1,3,tech_deg,1,1,female,92,3,1,sales_rep,2,single,2976,22929,5,yes,no,12,3,4,80,0,6,4,3,5,3,0,2,0
596,30,rare_travel,1398,sales,20,2,life_sci,1,3,female,63,3,2,sales_exec,4,single,6179,2890,0,yes,no,13,3,3,80,0,10,6,3,9,8,7,8,0
597,42,rare_travel,559,rnd,11,4,medical,1,1,female,58,3,2,research_sci,3,married,4317,21643,2,yes,no,17,3,3,80,0,16,3,1,1,0,0,0,0
598,38,no_travel,571,rnd,2,5,medical,1,3,male,91,3,2,mfg_dir,4,divorced,6272,9558,7,yes,no,12,3,2,80,2,20,3,3,16,13,3,7,0
599,30,rare_travel,913,rnd,2,2,medical,1,3,male,64,2,3,manager,3,married,11557,24208,1,yes,no,11,3,4,80,1,10,5,3,10,8,7,7,0
600,55,rare_travel,645,rnd,3,2,medical,1,3,male,81,3,4,manager,1,married,17584,14394,6,yes,no,19,3,4,80,3,24,3,3,1,0,0,0,0
601,48,rare_travel,1324,rnd,25,3,life_sci,1,3,male,85,3,1,research_sci,3,divorced,2372,10224,9,yes,no,15,3,3,80,3,20,2,3,2,2,2,2,0
602,42,no_travel,703,rnd,2,4,life_sci,1,3,male,57,3,5,manager,1,married,19246,2326,5,yes,no,19,3,3,80,1,24,3,3,22,14,15,6,0
603,28,rare_travel,775,rnd,16,3,medical,1,3,male,46,4,1,research_sci,1,single,2370,4681,1,yes,no,20,4,4,80,0,6,2,2,6,5,1,5,0
604,37,rare_travel,1475,rnd,6,1,medical,1,4,male,69,2,1,research_sci,4,divorced,2519,26278,0,yes,no,13,3,3,80,1,14,4,3,13,1,2,7,0
605,32,rare_travel,945,sales,1,3,marketing,1,3,male,85,3,2,sales_exec,2,single,6439,18597,2,yes,no,12,3,4,80,0,8,3,2,4,3,1,2,0
606,22,rare_travel,1229,rnd,1,1,life_sci,1,3,female,88,2,1,research_sci,3,married,2450,13888,1,yes,no,16,3,1,80,0,4,2,3,4,3,0,3,1
607,31,rare_travel,827,sales,8,4,life_sci,1,1,female,36,2,2,sales_exec,2,married,6179,23361,0,yes,yes,14,3,2,80,2,10,2,2,9,7,1,7,0
608,47,rare_travel,1246,rnd,21,4,medical,1,4,female,52,3,4,manager,4,single,16659,25657,1,yes,no,11,3,4,80,0,17,3,4,17,14,15,9,0
609,36,frequent_travel,1125,rnd,1,3,life_sci,1,4,male,48,3,3,health_rep,3,single,7632,9096,1,yes,no,16,3,3,80,0,10,2,1,10,4,0,9,1
610,37,rare_travel,383,rnd,29,5,medical,1,4,female,60,3,1,research_sci,2,married,2404,16192,6,yes,no,18,3,2,80,3,8,1,2,1,0,0,0,0
611,38,rare_travel,1210,rnd,26,3,life_sci,1,4,male,100,3,2,mfg_dir,1,single,6179,17078,1,yes,yes,23,4,4,80,0,7,3,2,7,0,0,0,0
612,44,rare_travel,1245,rnd,2,3,life_sci,1,1,male,42,3,1,lab_tech,3,married,3633,12858,3,yes,yes,23,4,2,80,1,7,3,2,3,2,0,2,0
613,28,frequent_travel,833,sales,8,4,life_sci,1,4,male,84,3,2,sales_exec,4,married,4127,23452,0,yes,no,19,3,1,80,1,4,1,3,3,2,0,2,0
614,23,rare_travel,515,rnd,2,1,life_sci,1,4,male,40,2,1,lab_tech,2,single,2935,4223,1,yes,no,12,3,4,80,0,1,2,3,1,0,0,0,0
615,45,rare_travel,464,rnd,16,3,medical,1,2,male,50,3,4,manager,3,married,17046,12392,6,yes,no,16,3,4,80,0,22,2,3,1,0,0,0,0
616,36,rare_travel,1377,rnd,16,4,medical,1,3,male,49,3,1,lab_tech,4,married,3697,22474,2,yes,no,14,3,1,80,1,9,2,3,4,3,0,2,0
617,40,rare_travel,465,sales,2,1,life_sci,1,3,male,56,3,4,manager,4,single,16606,23016,1,yes,no,14,3,4,80,0,21,3,2,21,18,11,7,0
618,28,rare_travel,862,rnd,1,3,life_sci,1,4,female,98,2,1,lab_tech,3,divorced,3617,22490,1,yes,no,18,3,2,80,1,3,2,3,3,1,1,1,0
619,29,rare_travel,1495,rnd,3,1,tech_deg,1,3,male,43,3,1,research_sci,4,single,2450,15747,1,yes,yes,11,3,4,80,0,4,3,3,4,2,0,3,0
620,37,rare_travel,670,rnd,16,3,medical,1,4,male,66,3,1,research_sci,3,divorced,2007,15701,3,yes,no,11,3,4,80,1,8,2,3,5,3,3,3,0
621,26,rare_travel,523,rnd,10,3,other,1,1,female,58,3,2,mfg_dir,3,single,6162,16495,1,yes,no,18,3,2,80,0,8,3,3,8,7,1,6,0
622,43,rare_travel,1403,rnd,4,3,life_sci,1,4,male,66,4,1,lab_tech,2,married,1569,16379,5,yes,no,14,3,1,80,1,7,4,3,1,0,0,0,0
623,30,rare_travel,607,rnd,18,2,life_sci,1,3,male,41,3,1,lab_tech,4,single,3730,7192,1,yes,no,17,3,4,80,0,7,3,3,7,7,0,7,0
624,47,frequent_travel,1277,rnd,1,4,life_sci,1,3,male,82,1,2,mfg_dir,2,married,5562,25440,9,yes,no,11,3,4,80,1,15,5,3,13,11,2,12,0
625,44,rare_travel,469,rnd,29,5,medical,1,4,male,92,2,4,research_dir,4,married,17861,3525,5,yes,no,11,3,2,80,1,23,3,2,12,9,5,8,0
626,44,rare_travel,1402,rnd,7,4,life_sci,1,4,male,51,2,5,research_dir,1,single,19545,26204,1,yes,no,18,3,4,80,0,23,3,3,22,15,4,13,0
627,34,no_travel,713,rnd,11,3,medical,1,2,male,82,2,1,research_sci,2,married,3072,12826,5,yes,no,21,4,4,80,1,8,3,3,4,3,2,2,0
628,54,rare_travel,1356,sales,9,4,marketing,1,3,male,54,3,2,sales_exec,2,single,9250,20497,2,yes,yes,19,3,3,80,0,13,3,3,5,4,0,4,0
629,60,rare_travel,1396,sales,5,3,life_sci,1,2,male,46,3,4,sales_exec,3,married,13269,11354,2,yes,no,11,3,4,80,1,23,2,4,17,13,4,12,0
630,44,rare_travel,587,rnd,21,2,life_sci,1,3,male,51,2,1,lab_tech,3,married,3477,16090,1,yes,yes,12,3,4,80,1,10,3,3,10,8,0,8,0
631,25,no_travel,1480,rnd,1,4,medical,1,4,male,57,3,2,mfg_dir,1,married,6146,5640,1,yes,no,13,3,2,80,1,6,2,2,6,5,1,2,0
632,41,no_travel,920,rnd,1,4,life_sci,1,1,male,60,3,2,health_rep,4,divorced,6687,10261,1,yes,no,20,4,4,80,2,14,2,2,14,8,5,11,0
633,48,rare_travel,559,rnd,1,4,medical,1,4,male,78,3,2,health_rep,4,married,6755,12315,2,yes,no,11,3,3,80,0,19,3,1,1,0,0,0,0
634,36,frequent_travel,599,rnd,24,3,medical,1,4,male,42,3,1,lab_tech,4,married,2596,5099,1,yes,yes,13,3,2,80,1,10,2,3,10,0,7,8,0
635,42,rare_travel,1329,rnd,21,4,life_sci,1,2,male,94,3,1,research_sci,3,married,2244,25440,9,yes,no,20,4,4,80,1,8,2,2,3,2,1,2,0
636,36,rare_travel,1138,rnd,6,3,life_sci,1,3,male,88,3,3,research_dir,1,single,13464,5586,4,yes,no,12,3,2,80,0,16,2,3,6,4,0,2,0
637,34,rare_travel,1099,sales,10,4,life_sci,1,1,male,64,3,2,sales_exec,4,single,5346,11873,1,yes,no,14,3,2,80,0,9,3,3,9,0,7,7,0
638,26,rare_travel,640,rnd,9,1,life_sci,1,1,female,73,3,1,lab_tech,1,divorced,3989,20364,1,yes,yes,19,3,1,80,1,8,2,3,8,7,0,5,0
639,36,rare_travel,750,sales,3,2,marketing,1,1,male,82,3,2,sales_exec,4,divorced,5373,8018,2,yes,yes,14,3,4,80,1,15,6,3,5,3,1,4,0
640,35,rare_travel,604,rnd,7,4,life_sci,1,2,male,96,3,2,health_rep,3,single,5309,6161,1,yes,yes,16,3,3,80,0,17,3,3,15,12,6,10,0
